Time,Source,Destination,Delay_ms,Packet_Loss,Trust_Score,Failure_Type,Throughput_kbps,Signal_Strength,Bandwidth_kbps,Delivered,Label,EventID
155.2,R02,R11,25.517,0.13508,1.0,None,523.621,0.4353,942.106,1,0,1552
155.3,R11,R01,13.472,0.06303,0.99686,None,381.514,0.4331,973.216,1,0,1553
155.4,R02,R07,17.809,0.00037,1.0,None,537.086,0.4644,1010.245,1,0,1554
155.5,R07,R12,9.769,0.00377,0.964,None,462.88,0.4855,945.849,1,0,1555
155.6,R09,R08,18.994,0.03593,0.99233,None,460.275,0.4996,1001.205,1,0,1556
155.7,R01,R11,9.679,0.02189,0.91678,None,496.97,0.4452,993.688,1,0,1557
155.8,R01,R03,7.457,0.00051,0.91342,None,403.652,0.4949,1057.208,1,0,1558
155.9,R02,R08,3.447,0.00171,1.0,None,472.67,0.4685,1038.431,1,0,1559
156.0,R07,R11,12.542,0.2821,0.9512,None,558.4,0.4296,1040.212,1,0,1560
156.1,R06,R10,9.633,0.11232,0.9766,None,472.771,0.4593,952.548,1,0,1561
156.2,R02,R09,13.438,0.03224,1.0,None,538.83,0.4637,1074.93,1,0,1562
156.3,R01,R04,21.928,0.0001,0.91074,None,473.606,0.4594,995.845,1,0,1563
156.4,R04,R10,29.293,0.08111,1.0,None,516.11,0.461,927.204,1,0,1564
156.5,R08,R05,65.563,0.21,0.99382,None,483.19,0.4592,1067.986,1,0,1565
156.6,R01,R02,3.868,0.12235,0.92859,None,512.595,0.7834,912.033,1,0,1566
156.7,R11,R05,17.945,0.1649,0.99749,None,329.703,0.4693,906.614,1,0,1567
156.8,R09,R10,2.483,0.07733,0.99387,None,419.236,0.4631,1049.054,1,0,1568
156.9,R11,R01,38.868,0.10122,0.99799,None,483.384,0.4776,902.237,1,0,1569
157.0,R03,R06,3.513,0.2251,1.0,None,452.968,0.4423,1067.135,1,0,1570
157.1,R01,R04,16.217,0.1536,0.94287,None,485.346,0.4877,1045.812,1,0,1571
157.2,R10,R03,23.949,0.00813,1.0,None,525.49,0.4691,975.48,1,0,1572
157.3,R12,R07,22.724,0.1005,0.86503,None,469.278,0.4343,934.49,1,0,1573
157.4,R02,R05,9.258,0.0249,1.0,None,509.656,0.7075,1009.945,1,0,1574
157.5,R03,R10,17.606,0.00021,1.0,None,426.529,0.4565,992.283,1,0,1575
157.6,R04,R10,26.263,0.00109,1.0,None,501.375,0.432,1003.274,1,0,1576
157.7,R07,R11,6.656,0.00411,0.94096,None,443.802,0.4589,974.033,1,0,1577
157.8,R09,R06,12.254,0.00052,0.99509,None,492.23,0.4544,1013.741,1,0,1578
157.9,R07,R03,9.035,0.01382,0.93277,None,483.732,0.4941,1050.278,1,0,1579
158.0,R12,R02,141.741,0.02529,0.89203,None,475.177,0.4345,1144.734,1,0,1580
158.1,R09,R06,13.406,0.39754,0.99607,None,521.936,0.4614,984.195,1,0,1581
158.2,R01,R02,9.962,0.06096,0.9543,None,394.808,0.8047,1020.298,1,0,1582
158.3,R07,R04,8.163,0.01785,0.92621,None,493.264,0.8038,1003.514,1,0,1583
158.4,R02,R06,1.719,0.15867,1.0,None,446.329,0.4574,954.005,1,0,1584
158.5,R10,R12,3.027,0.14912,1.0,None,478.588,0.4282,1083.543,1,0,1585
158.6,R10,R07,71.085,0.01376,1.0,None,515.033,0.4993,1066.582,1,0,1586
158.7,R06,R01,7.289,0.0311,0.98128,None,525.819,0.8849,925.912,1,0,1587
158.8,R11,R05,17.482,0.05489,0.99839,None,499.791,0.4762,999.889,1,0,1588
158.9,R08,R12,3.202,0.17677,0.99506,None,446.863,0.4628,1054.994,1,0,1589
159.0,R04,R06,11.298,0.28902,1.0,None,504.47,0.4454,985.302,1,0,1590
159.1,R09,R07,14.304,0.2567,0.99686,None,566.319,0.4734,1009.573,1,0,1591
159.2,R07,R03,21.936,0.11348,0.92097,None,476.657,0.4651,1067.879,1,0,1592
159.3,R11,R10,24.759,0.02592,0.99871,None,479.487,0.6021,996.429,1,0,1593
159.4,R11,R07,26.843,0.21092,0.99897,None,509.644,0.4263,981.891,1,0,1594
159.5,R02,R10,10.089,0.06313,1.0,None,426.774,0.4949,970.18,1,0,1595
159.6,R05,R04,12.479,0.11058,0.99978,None,456.05,0.4434,1013.441,1,0,1596
159.7,R12,R02,5.352,0.03347,0.91362,None,564.834,0.4695,903.51,1,0,1597
159.8,R02,R05,11.375,0.06449,1.0,None,461.757,0.7278,1053.858,1,0,1598
159.9,R03,R07,14.047,0.13653,1.0,None,412.492,0.4824,1020.714,1,0,1599
160.0,R12,R11,14.89,1e-05,0.9309,None,519.103,0.7907,1069.49,1,0,1600
160.1,R03,R07,58.054,0.00051,1.0,None,497.395,0.473,1057.233,1,0,1601
160.2,R06,R12,11.234,0.03871,0.98502,None,442.982,0.4783,1084.957,1,0,1602
160.3,R02,R12,6.969,0.12212,1.0,None,454.119,0.4966,1001.006,1,0,1603
160.4,R01,R05,3.727,0.19678,0.96344,None,504.593,0.4581,873.072,1,0,1604
160.5,R08,R06,39.282,0.04255,0.99605,None,427.472,0.4377,1014.666,1,0,1605
160.6,R05,R02,8.428,0.03144,0.99983,None,528.02,0.7698,1026.084,1,0,1606
160.7,R03,R02,7.445,0.19295,1.0,None,482.267,0.4984,990.451,1,0,1607
160.8,R03,R07,9.01,0.00767,1.0,None,462.33,0.4402,1106.609,1,0,1608
160.9,R08,R09,20.804,0.05654,0.99684,None,424.402,0.4847,973.953,1,0,1609
161.0,R09,R12,16.447,0.00103,0.99749,None,484.537,0.4645,1056.288,1,0,1610
161.1,R07,R02,13.443,0.00131,0.91678,None,469.507,0.4995,1051.47,1,0,1611
161.2,R01,R02,8.354,0.20092,0.97075,None,488.284,0.7444,890.47,1,0,1612
161.3,R06,R09,6.718,0.14369,0.98802,None,583.432,0.4367,1025.714,1,0,1613
161.4,R02,R10,8.044,0.02953,1.0,None,483.163,0.4731,1024.887,1,0,1614
161.5,R10,R06,7.977,0.07775,1.0,None,528.431,0.4727,955.016,1,0,1615
161.6,R07,R01,7.705,0.16811,0.91342,None,530.601,0.4531,872.148,1,0,1616
161.7,R05,R07,8.952,0.04718,0.99986,None,386.237,0.4772,1016.284,1,0,1617
161.8,R07,R02,19.502,0.29064,0.91074,None,528.02,0.4925,1028.331,1,0,1618
161.9,R12,R09,4.408,0.06975,0.94472,None,475.159,0.474,1008.758,1,0,1619
162.0,R04,R10,6.866,0.42115,1.0,None,500.03,0.4378,1037.969,1,0,1620
162.1,R09,R03,6.488,0.07824,0.99799,None,493.901,0.4733,965.065,1,0,1621
162.2,R11,R07,12.002,0.31247,0.99918,None,555.813,0.4275,988.666,1,0,1622
162.3,R03,R12,3.053,0.00277,1.0,None,451.859,0.5633,982.081,1,0,1623
162.4,R05,R12,30.321,0.02784,0.99989,None,473.006,0.4536,1026.109,1,0,1624
162.5,R05,R08,37.866,0.25051,0.99991,None,466.578,0.4352,994.301,1,0,1625
162.6,R03,R02,12.074,0.0182,1.0,None,521.509,0.428,1048.569,1,0,1626
162.7,R03,R07,17.37,0.10825,1.0,None,473.364,0.426,940.245,1,0,1627
162.8,R05,R07,21.195,0.01737,0.99993,None,514.092,0.494,904.192,1,0,1628
162.9,R05,R08,5.346,0.11458,0.99994,None,540.065,0.4884,1042.165,1,0,1629
163.0,R02,R06,5.933,0.01078,1.0,None,446.617,0.4912,1055.087,1,0,1630
163.1,R05,R04,5.031,0.16068,0.99995,None,380.266,0.4492,948.043,1,0,1631
163.2,R12,R11,21.019,0.05367,0.95577,None,527.009,0.9023,1040.091,1,0,1632
163.3,R08,R10,3.683,0.1177,0.99747,None,430.866,0.6706,978.994,1,0,1633
163.4,R10,R04,2.31,0.01378,1.0,None,401.806,0.4991,929.89,1,0,1634
163.5,R08,R02,12.221,0.08522,0.99798,None,487.303,0.4527,1042.739,1,0,1635
163.6,R03,R05,7.927,0.05026,1.0,None,509.487,0.4291,1027.35,1,0,1636
163.7,R01,R07,35.247,0.00094,0.9766,None,465.783,0.4965,1020.147,1,0,1637
163.8,R06,R10,4.649,0.00629,0.99042,None,518.53,0.489,988.817,1,0,1638
163.9,R07,R06,7.519,0.0943,0.92859,None,426.17,0.4543,981.12,1,0,1639
164.0,R08,R06,33.537,0.00025,0.99838,None,536.87,0.4747,1022.802,1,0,1640
164.1,R07,R11,19.541,0.03937,0.94287,None,444.485,0.492,986.381,1,0,1641
164.2,R10,R03,49.621,0.00219,1.0,None,390.971,0.4255,1005.973,1,0,1642
164.3,R05,R06,31.543,0.00326,0.99996,None,553.556,0.5187,1033.497,1,0,1643
164.4,R10,R04,14.926,0.00213,1.0,None,501.281,0.4651,923.161,1,0,1644
164.5,R08,R06,49.716,0.0837,0.9987,None,534.991,0.4267,998.008,1,0,1645
164.6,R03,R07,36.97,0.0215,1.0,None,458.935,0.4939,1002.993,1,0,1646
164.7,R06,R05,24.957,0.0143,0.99233,None,445.786,0.5573,955.47,1,0,1647
164.8,R12,R11,8.44,0.02775,0.96462,None,487.503,0.8059,941.697,1,0,1648
164.9,R08,R10,83.308,0.16797,0.99896,None,461.935,0.6326,953.635,1,0,1649
165.0,R04,R06,7.126,0.00011,1.0,None,512.444,0.4336,964.967,1,0,1650
165.1,R07,R05,8.881,0.24915,0.9543,None,435.805,0.4696,968.086,1,0,1651
165.2,R07,R06,23.412,0.0058,0.96344,None,526.429,0.4673,954.869,1,0,1652
165.3,R02,R10,25.533,0.02129,1.0,None,404.895,0.5,904.731,1,0,1653
165.4,R04,R10,3.09,0.22081,1.0,None,548.847,0.4707,991.401,1,0,1654
165.5,R09,R03,5.745,0.067,0.99839,None,547.779,0.4674,987.343,1,0,1655
165.6,R11,R09,44.475,0.06102,0.99934,None,446.552,0.4857,975.893,1,0,1656
165.7,R01,R08,18.279,0.00315,0.98128,None,450.978,0.4797,969.411,1,0,1657
165.8,R12,R04,3.82,0.0298,0.9717,None,440.241,0.897,1009.197,1,0,1658
165.9,R08,R05,35.03,0.00021,0.99917,None,457.531,0.4398,970.844,1,0,1659
166.0,R12,R02,25.775,0.04756,0.97736,None,458.238,0.4253,1039.189,1,0,1660
166.1,R07,R11,22.711,0.17655,0.97075,None,462.811,0.4383,1016.451,1,0,1661
166.2,R08,R03,58.827,0.0009,0.99934,None,482.725,0.4716,904.649,1,0,1662
166.3,R11,R05,11.822,0.00866,0.99947,None,416.34,0.4692,959.908,1,0,1663
166.4,R04,R05,13.138,0.17737,1.0,None,540.213,0.4826,998.499,1,0,1664
166.5,R11,R03,7.232,0.09076,0.99958,None,449.623,0.4942,1005.954,1,0,1665
166.6,R12,R07,1.846,0.03976,0.98189,None,528.521,0.4553,1022.62,1,0,1666
166.7,R07,R02,14.647,0.07456,0.9766,None,528.913,0.4322,997.46,1,0,1667
166.8,R08,R10,7.886,0.13891,0.99947,None,471.256,0.6933,971.804,1,0,1668
166.9,R08,R10,9.256,5e-05,0.99958,None,408.454,0.6354,1023.28,1,0,1669
167.0,R07,R09,4.953,0.10739,0.98128,None,426.014,0.442,1033.036,1,0,1670
167.1,R09,R07,14.691,0.05489,0.99871,None,432.096,0.4438,938.926,1,0,1671
167.2,R09,R01,4.389,0.57816,0.97897,None,472.256,0.4368,971.849,0,0,1672
167.3,R06,R09,4.603,0.24175,0.99387,None,437.658,0.4677,891.756,1,0,1673
167.4,R10,R11,3.361,0.00327,1.0,None,468.515,0.657,957.675,1,0,1674
167.5,R02,R12,38.345,0.08868,1.0,None,495.54,0.4313,953.007,1,0,1675
167.6,R04,R11,5.246,0.05964,1.0,None,467.885,0.4589,1012.82,1,0,1676
167.7,R11,R06,9.465,0.04862,0.99966,None,479.71,0.4682,990.381,1,0,1677
167.8,R03,R11,17.77,0.09061,1.0,None,496.917,0.4383,952.329,1,0,1678
167.9,R10,R01,17.488,0.21171,1.0,None,461.591,0.4268,956.975,1,0,1679
168.0,R10,R11,12.074,0.02664,1.0,None,433.313,0.6615,886.614,1,0,1680
168.1,R11,R12,57.837,0.53773,0.97973,None,481.217,0.8865,1031.998,0,0,1681
168.2,R07,R06,5.438,0.01562,0.98502,None,480.035,0.4458,1081.608,1,0,1682
168.3,R07,R02,5.806,0.0016,0.98802,None,444.978,0.4397,982.177,1,0,1683
168.4,R01,R02,8.643,0.00923,0.98502,None,506.875,0.8389,923.325,1,0,1684
168.5,R05,R04,7.577,0.05877,0.99997,None,489.559,0.4429,986.917,1,0,1685
168.6,R09,R12,11.789,0.27589,0.96318,None,514.229,0.4279,1036.767,1,0,1686
168.7,R09,R10,9.372,0.00015,0.95054,None,467.027,0.4439,991.377,1,0,1687
168.8,R12,R10,27.511,0.01935,0.98551,None,454.466,0.4428,995.195,1,0,1688
168.9,R04,R08,61.458,0.16674,1.0,None,448.953,0.4363,1029.516,1,0,1689
169.0,R06,R07,21.411,0.0461,0.99509,None,452.629,0.468,1043.106,1,0,1690
169.1,R08,R11,4.636,0.09952,0.99966,None,470.038,0.4913,1095.289,1,0,1691
169.2,R10,R09,13.296,0.24353,1.0,None,495.55,0.4743,1019.373,1,0,1692
169.3,R03,R06,69.967,0.01429,1.0,None,446.428,0.4706,1021.212,1,0,1693
169.4,R01,R08,11.271,0.06611,0.98802,None,474.676,0.4809,992.53,1,0,1694
169.5,R02,R05,3.614,0.001,1.0,None,475.006,0.7533,1014.599,1,0,1695
169.6,R07,R02,12.447,0.1595,0.99042,None,500.431,0.4333,1066.871,1,0,1696
169.7,R02,R03,9.937,0.0771,1.0,None,513.987,0.4595,1020.667,1,0,1697
169.8,R06,R05,9.372,0.11247,0.99607,None,515.223,0.5635,955.916,1,0,1698
169.9,R06,R08,9.997,0.17487,0.99686,None,488.592,0.4675,1038.434,1,0,1699
170.0,R04,R09,22.904,0.04296,1.0,None,499.104,0.7803,997.213,1,0,1700
170.1,R08,R06,10.44,0.00371,0.99973,None,477.362,0.4305,995.17,1,0,1701
170.2,R08,R02,10.534,0.08549,0.99978,None,449.458,0.4834,1004.92,1,0,1702
170.3,R08,R12,6.704,0.01159,0.99983,None,527.742,0.4734,996.515,1,0,1703
170.4,R06,R02,13.651,0.04982,0.99749,None,469.432,0.462,969.68,1,0,1704
170.5,R05,R01,1.839,0.20505,0.99998,None,456.164,0.4834,983.465,1,0,1705
170.6,R12,R02,2.405,0.18626,0.98841,None,435.397,0.4503,935.951,1,0,1706
170.7,R01,R06,5.456,0.02019,0.99042,None,510.161,0.8269,1049.781,1,0,1707
170.8,R11,R02,12.906,0.01573,0.96378,None,464.724,0.4931,868.208,1,0,1708
170.9,R11,R03,5.98,0.09132,0.95103,None,440.545,0.4921,998.768,1,0,1709
171.0,R12,R04,18.73,0.00382,0.99073,None,534.4,0.9366,1099.08,1,0,1710
171.1,R09,R03,49.174,0.04785,0.94043,None,458.063,0.444,1009.688,1,0,1711
171.2,R09,R03,3.999,0.13719,0.93235,None,405.538,0.4607,998.391,1,0,1712
171.3,R06,R09,14.999,0.0719,0.99799,None,413.471,0.4673,1007.821,1,0,1713
171.4,R07,R08,10.801,0.35758,0.99233,None,462.692,0.4484,1013.304,1,0,1714
171.5,R04,R07,20.283,0.0441,1.0,None,492.922,0.8068,1037.208,1,0,1715
171.6,R11,R03,21.449,0.09879,0.94082,None,435.134,0.4976,999.731,1,0,1716
171.7,R03,R11,5.685,0.05779,1.0,None,494.129,0.4985,1018.476,1,0,1717
171.8,R11,R07,15.644,0.03606,0.93266,None,480.926,0.4358,983.245,1,0,1718
171.9,R07,R01,15.619,0.0002,0.99387,None,440.028,0.4332,995.898,1,0,1719
172.0,R12,R10,22.08,0.24918,0.99258,None,513.609,0.4657,896.602,1,0,1720
172.1,R04,R08,4.953,0.10335,1.0,None,465.509,0.4323,976.292,1,0,1721
172.2,R10,R07,47.844,0.25756,1.0,None,495.698,0.4967,1087.854,1,0,1722
172.3,R07,R01,22.639,0.0211,0.99509,None,486.021,0.4842,975.758,1,0,1723
172.4,R12,R04,7.829,0.06657,0.99406,None,502.298,0.8245,980.535,1,0,1724
172.5,R04,R05,13.227,5e-05,1.0,None,459.456,0.4444,943.525,1,0,1725
172.6,R12,R02,6.704,0.38776,0.99525,None,551.588,0.4539,1059.98,1,0,1726
172.7,R10,R02,3.88,0.08468,1.0,None,439.722,0.4722,963.653,1,0,1727
172.8,R09,R03,7.488,0.07851,0.92588,None,512.421,0.4913,1012.152,1,0,1728
172.9,R06,R12,13.886,0.00671,0.99839,None,509.41,0.4735,996.946,1,0,1729
173.0,R04,R08,14.125,0.01741,1.0,None,513.374,0.4509,889.134,1,0,1730
173.1,R02,R05,16.157,5e-05,1.0,None,503.309,0.7119,909.722,1,0,1731
173.2,R11,R08,27.134,0.15853,0.92613,None,462.757,0.4263,1080.313,1,0,1732
173.3,R09,R11,4.892,0.01293,0.9207,None,455.06,0.456,958.832,1,0,1733
173.4,R06,R10,10.723,0.02177,0.99871,None,505.763,0.4637,1121.369,1,0,1734
173.5,R07,R10,9.749,0.0003,0.99607,None,517.494,0.4379,923.515,1,0,1735
173.6,R07,R10,8.039,0.17149,0.99686,None,484.218,0.4847,1029.016,1,0,1736
173.7,R02,R06,3.732,0.52674,0.98,None,479.286,0.4925,928.716,0,0,1737
173.8,R06,R08,30.173,0.20114,0.99897,None,496.958,0.4708,995.572,1,0,1738
173.9,R10,R03,6.099,0.05892,1.0,None,487.271,0.4762,1091.217,1,0,1739
174.0,R11,R05,20.555,0.0864,0.9209,None,515.215,0.4445,1031.0,1,0,1740
174.1,R10,R12,27.717,0.18758,1.0,None,418.557,0.4441,921.701,1,0,1741
174.2,R02,R11,17.871,0.00283,0.964,None,524.61,0.4369,985.3,1,0,1742
174.3,R03,R06,30.483,0.00908,1.0,None,466.701,0.4773,1016.999,1,0,1743
174.4,R02,R04,4.37,0.12611,0.9512,None,411.857,0.4533,1026.714,1,0,1744
174.5,R05,R02,8.414,0.00118,0.99998,None,393.066,0.8029,1036.337,1,0,1745
174.6,R03,R06,11.445,0.03882,1.0,None,492.988,0.4477,1000.346,1,0,1746
174.7,R12,R03,3.358,0.00318,0.9962,None,465.111,0.578,965.552,1,0,1747
174.8,R09,R07,28.868,0.12207,0.91656,None,529.103,0.4513,912.713,1,0,1748
174.9,R07,R10,9.272,0.26209,0.99749,None,523.353,0.466,998.605,1,0,1749
175.0,R03,R10,23.201,0.11956,1.0,None,501.38,0.4659,1022.848,1,0,1750
175.1,R07,R12,63.813,0.02771,0.99799,None,421.939,0.4371,1051.83,1,0,1751
175.2,R03,R08,48.927,0.1306,1.0,None,542.942,0.466,984.974,1,0,1752
175.3,R11,R09,14.744,0.0023,0.91672,None,527.636,0.465,930.169,1,0,1753
175.4,R12,R11,17.665,0.0,0.99696,None,517.134,0.9084,1001.12,1,0,1754
175.5,R03,R09,82.993,0.01752,1.0,None,461.413,0.4986,1014.405,1,0,1755
175.6,R03,R08,21.301,0.0004,1.0,None,560.006,0.4863,1025.773,1,0,1756
175.7,R05,R03,27.762,0.00674,0.99999,None,426.545,0.4854,924.567,1,0,1757
175.8,R03,R06,6.41,0.00316,1.0,None,460.353,0.4792,1069.404,1,0,1758
175.9,R08,R10,13.188,0.00964,0.99986,None,394.524,0.6781,1016.128,1,0,1759
176.0,R01,R06,2.77,0.00494,0.99233,None,484.217,0.8682,1029.263,1,0,1760
176.1,R01,R08,24.475,0.05134,0.99387,None,498.691,0.4454,1081.765,1,0,1761
176.2,R03,R04,15.671,0.05396,1.0,None,471.275,0.4867,969.486,1,0,1762
176.3,R07,R09,4.198,0.14418,0.99839,None,442.181,0.4494,981.393,1,0,1763
176.4,R09,R11,19.845,0.24162,0.91325,None,430.494,0.4368,1032.778,1,0,1764
176.5,R08,R07,22.959,0.10583,0.99989,None,505.923,0.4567,1070.495,1,0,1765
176.6,R11,R08,3.541,0.00011,0.91338,None,451.384,0.4914,1010.859,1,0,1766
176.7,R07,R08,5.909,0.02754,0.99871,None,552.891,0.4487,996.404,1,0,1767
176.8,R08,R03,7.624,0.12546,0.99991,None,563.038,0.431,988.535,1,0,1768
176.9,R02,R10,14.824,0.2054,0.94096,None,483.016,0.4611,1016.85,1,0,1769
177.0,R01,R04,6.228,0.03061,0.99509,None,474.118,0.4424,1013.218,1,0,1770
177.1,R05,R01,8.05,0.0527,0.99999,None,511.561,0.4861,1043.967,1,0,1771
177.2,R05,R04,13.923,0.00753,0.99999,None,480.034,0.4659,1042.61,1,0,1772
177.3,R09,R05,13.648,0.03258,0.9106,None,476.315,0.4643,1006.687,1,0,1773
177.4,R03,R08,7.805,0.14021,1.0,None,559.175,0.4725,985.503,1,0,1774
177.5,R10,R08,24.993,0.0588,1.0,None,536.022,0.6441,1006.539,1,0,1775
177.6,R09,R12,3.374,0.12957,0.92848,None,491.649,0.4794,1038.627,1,0,1776
177.7,R02,R10,2.159,0.06162,0.93277,None,442.296,0.4577,921.597,1,0,1777
177.8,R02,R05,12.154,0.07206,0.92621,None,517.259,0.8235,1013.928,1,0,1778
177.9,R09,R06,7.972,0.42374,0.94278,None,483.721,0.4775,1045.88,1,0,1779
178.0,R09,R01,17.879,0.20177,0.95423,None,488.248,0.4765,975.649,1,0,1780
178.1,R12,R08,10.051,0.04011,0.99757,None,422.558,0.4341,1006.657,1,0,1781
178.2,R09,R04,6.276,0.00241,0.96338,None,482.69,0.8431,978.413,1,0,1782
178.3,R07,R02,7.174,0.06101,0.99897,None,491.611,0.4809,1015.668,1,0,1783
178.4,R12,R11,38.55,0.11375,0.99805,None,512.752,0.7852,987.21,1,0,1784
178.5,R04,R05,13.814,0.10857,1.0,None,462.487,0.4484,912.598,1,0,1785
178.6,R01,R08,8.265,0.06855,0.99607,None,441.161,0.475,965.589,1,0,1786
178.7,R05,R06,21.031,5e-05,0.99999,None,449.364,0.5499,1011.368,1,0,1787
178.8,R02,R08,6.717,0.07576,0.92097,None,520.445,0.457,1116.712,1,0,1788
178.9,R02,R04,12.735,0.01125,0.91678,None,470.397,0.4873,1000.557,1,0,1789
179.0,R04,R10,27.185,0.00059,1.0,None,463.142,0.4368,1035.629,1,0,1790
179.1,R12,R06,2.358,0.13905,0.99844,None,498.208,0.44,1008.481,1,0,1791
179.2,R12,R10,12.038,0.05454,0.99876,None,500.467,0.4372,1051.075,1,0,1792
179.3,R11,R07,25.215,0.02516,0.9107,None,472.836,0.4847,995.23,1,0,1793
179.4,R03,R10,3.647,0.00374,1.0,None,415.842,0.4444,985.181,1,0,1794
179.5,R03,R04,12.609,0.01776,1.0,None,494.335,0.4312,994.097,1,0,1795
179.6,R04,R01,14.497,0.00548,1.0,None,488.141,0.4825,1038.832,1,0,1796
179.7,R10,R06,23.607,0.11938,1.0,None,511.345,0.4605,957.742,1,0,1797
179.8,R09,R05,25.588,0.14077,0.97071,None,429.981,0.4928,1036.471,1,0,1798
179.9,R10,R09,15.271,0.21142,1.0,None,461.6,0.4256,1039.277,1,0,1799
180.0,R03,R06,5.253,0.35606,1.0,None,581.684,0.432,924.51,1,0,1800
180.1,R12,R05,3.654,0.09319,0.999,None,490.694,0.4759,984.484,1,0,1801
180.2,R05,R10,11.004,0.18611,0.99999,None,505.346,0.4786,991.299,1,0,1802
180.3,R05,R09,5.874,0.01593,1.0,None,490.952,0.4801,973.172,1,0,1803
180.4,R11,R02,5.487,0.24109,0.92856,None,503.113,0.4494,1054.172,1,0,1804
180.5,R03,R07,1.276,0.01683,1.0,None,491.653,0.4642,1130.864,1,0,1805
180.6,R01,R05,21.347,0.00242,0.99686,None,482.178,0.4353,1043.076,1,0,1806
180.7,R11,R03,6.175,0.0422,0.94285,None,508.17,0.4275,1015.493,1,0,1807
180.8,R12,R03,15.007,0.03566,0.9992,None,463.819,0.5487,1048.503,1,0,1808
180.9,R04,R03,3.516,0.04406,1.0,None,535.488,0.4937,963.47,1,0,1809
181.0,R12,R06,65.909,0.00307,0.99936,None,506.354,0.4442,1031.365,1,0,1810
181.1,R04,R11,19.156,0.00169,1.0,None,510.662,0.495,978.854,1,0,1811
181.2,R07,R08,6.293,0.1434,0.99918,None,455.004,0.4815,989.112,1,0,1812
181.3,R03,R10,17.196,0.11188,1.0,None,437.143,0.4927,1095.861,1,0,1813
181.4,R11,R05,4.961,0.00075,0.95428,None,443.954,0.4646,963.736,1,0,1814
181.5,R11,R07,17.507,0.06007,0.96342,None,444.796,0.4856,914.143,1,0,1815
181.6,R07,R08,6.821,0.05907,0.99934,None,483.343,0.4774,1029.868,1,0,1816
181.7,R02,R11,20.294,0.07726,0.91342,None,519.987,0.4752,1019.506,1,0,1817
181.8,R02,R07,5.997,0.0206,0.91074,None,483.325,0.4708,999.63,1,0,1818
181.9,R09,R05,7.278,0.12685,0.97656,None,497.098,0.4726,909.672,1,0,1819
182.0,R12,R06,22.926,0.2499,0.99949,None,459.333,0.4429,918.413,1,0,1820
182.1,R08,R12,2.954,0.18651,0.99993,None,456.865,0.4479,1106.754,1,0,1821
182.2,R06,R10,7.063,0.04716,0.99918,None,458.5,0.4788,973.885,1,0,1822
182.3,R01,R02,7.51,0.01496,0.99749,None,443.061,0.833,1003.795,1,0,1823
182.4,R12,R08,46.415,0.02919,0.99959,None,550.59,0.4601,1145.147,1,0,1824
182.5,R11,R12,21.675,0.10892,0.97074,None,489.383,0.8356,974.708,1,0,1825
182.6,R12,R06,3.469,0.00012,0.99967,None,495.262,0.4352,1003.898,1,0,1826
182.7,R02,R09,36.357,0.06093,0.92859,None,510.705,0.4748,1037.026,1,0,1827
182.8,R07,R04,8.454,0.26047,0.99947,None,402.855,0.7548,1018.279,1,0,1828
182.9,R07,R04,88.966,2e-05,0.99958,None,421.354,0.7688,1094.465,1,0,1829
183.0,R08,R05,38.496,0.0001,0.99994,None,512.755,0.4542,1039.491,1,0,1830
183.1,R06,R05,7.343,0.16694,0.99934,None,403.874,0.5491,1027.021,1,0,1831
183.2,R06,R09,30.896,0.05612,0.99947,None,497.637,0.481,872.056,1,0,1832
183.3,R10,R03,9.634,0.03603,1.0,None,454.679,0.4626,1052.833,1,0,1833
183.4,R10,R08,4.244,0.09214,1.0,None,456.196,0.7172,1035.935,1,0,1834
183.5,R06,R11,63.045,0.15756,0.99958,None,463.612,0.4661,1077.781,1,0,1835
183.6,R01,R12,17.619,0.0,0.99799,None,535.274,0.6722,1023.795,1,0,1836
183.7,R02,R11,50.729,0.04896,0.94287,None,413.626,0.4253,928.823,1,0,1837
183.8,R08,R01,9.179,0.04977,0.99995,None,514.598,0.4452,965.186,1,0,1838
183.9,R02,R03,21.263,0.00334,0.9543,None,447.42,0.426,967.908,1,0,1839
184.0,R08,R12,25.179,0.10603,0.99996,None,450.594,0.4773,1097.104,1,0,1840
184.1,R01,R07,6.162,0.13507,0.99839,None,460.81,0.4545,964.34,1,0,1841
184.2,R04,R03,5.795,0.22647,1.0,None,480.993,0.4393,999.187,1,0,1842
184.3,R11,R05,4.752,0.0067,0.97659,None,434.177,0.4861,1044.989,1,0,1843
184.4,R03,R05,9.461,0.3212,1.0,None,392.173,0.4829,1000.731,1,0,1844
184.5,R02,R11,8.477,0.06621,0.96344,None,462.261,0.4986,1068.383,1,0,1845
184.6,R06,R05,40.814,0.01084,0.99966,None,510.162,0.5714,1036.151,1,0,1846
184.7,R02,R06,11.313,0.0072,0.97075,None,439.857,0.4423,977.557,1,0,1847
184.8,R11,R12,1.818,0.04334,0.98127,None,457.592,0.9177,955.98,1,0,1848
184.9,R03,R01,10.357,0.00477,1.0,None,495.115,0.4997,990.135,1,0,1849
185.0,R07,R11,8.699,0.00137,0.99966,None,432.652,0.4951,1102.761,1,0,1850
185.1,R05,R04,55.738,0.23346,1.0,None,399.176,0.4567,1007.11,1,0,1851
185.2,R07,R11,5.822,0.02039,0.99973,None,454.407,0.4541,992.002,1,0,1852
185.3,R02,R12,8.761,0.0567,0.9766,None,530.151,0.4494,970.097,1,0,1853
